sentence,label
最大限度赋予自贸试验区改革自主权和先行先试权,1
赋予省级政府更大用地自主权,1
承诺砂沙给予更多自主权,1
美法官禁止俄亥俄州堕胎禁令：女性有身体自主权,1
绝不放手！修宪别碰砂4自主权,1
潘锋代表：扩大科研经费使用自主权试点,1
穆迪：中国地方政府拥有更大土地使用自主权有助提高地方财政收入,1
泰勒斯威夫特签约环球音乐获得更多自主权,1
沈桂贤：砂务必争取医药自主权,1
赋予沙巫统更多自主权阿末扎希：巫统关切沙巴权益,1
被“剥夺”的民办校招生自主权,-1
陈泓缣：禁老虎机事宜财长交沙政府行使“自主权”,1
产教融合应给予企业和学校更多自主权,1
能否给公民死亡自主权人大代表建议推广适用于中国的“生前,1
赋予高校更多评价自主权,1
国家级经开区再获利好改革自主权更大了,1
新球场让恒大有更多自主权最重要的是有自己的家,1
未来一年砂争取自主权,1
研究：缺乏自主权的工作会让人短命,-1
不恢复联邦发展局沙巴人民要自主权,1
张永通：坚守砂自主权．砂盟应向泰益阿德南看齐,1
张德江谴责给予香港更大自主权的吁求,-1
刘万鸣：扩大国内大博物馆出国办展自主权，推动中华文化“走出去”,1
李克强：简除烦苛，给学校更大办学自主权,1
河南：进一步扩大事业单位用人自主权,1
教育部：将赋予科研管理更大自主权,1
国资运营公司获股权激励自主权,1
深圳开展国企改革试验专家:央企深圳公司自主权更大,1
土地流转概念大幅走高，省级政府用地自主权扩大，首批8省市试点,1
可不跟随冻结售酒执照沈桂贤：砂政府拥自主权,1
社论：扩大科研人员自主权应强调“四权”,1
财政部：赋予科研单位项目经费管理使用自主权,1
四川出台十条政策扩大用人单位自主权鼓励双向兼职,1
下放自主权广东5高校试点人事制度改革显成效,1
河南改进事业单位用人自主权首批5家试点可自主设置岗位,1
宪法及政治发展因素砂沙自主权被削弱,-1
董教总促坚持自主权校董须在爪夷字决策单位,1
央行：探索扩大海南居民个人用汇自主权,1
沈桂贤:若有教育自主权爪夷文课题不影响砂,1
北京立法给予科研人员更大成果转化自主权,1
教育改革，关键看把多少自主权给了学校,1
高校科研经费管理：管得太死缺乏自主权效率低下,-1
捍卫东马自主权立场相同砂政盟动向引人瞩目,1
肖亚庆：赋予国有资本投资、运营公司更多自主权,1
交通部新客规:提升经营者经营自主权解读,1
欧盟欲摆脱依赖美国武器局面实现欧洲战略自主权,1
世界残障游泳锦标赛遭取消陈长锋：砂未行使自主权导致,-1
两会时评：牢牢把握能源安全自主权,1
沙巫统有自主权依斯迈沙比利：可自行决定要否与沙土团党合作,1
中国的根服务器拥有自主权了吗,0
跌破15港元缺乏决策自主权的日照港裕廊临近破发！,-1
若有教育自主权不会发生爪夷文课题,1
曲江教育访谈把办学自主权交给校长学校改造前后变化大,1
铁总扩大路局运价调整自主权煤炭运价可下浮不超20%,0
山西扩大事业单位用人自主权不将大学排名作为限制性条件,1
冯裕中：解决方案须有共识赋砂自主权需政治意愿,1
魏家祥下放权力沙马华拥自主权,1
江苏：进一步扩大事业单位公开招聘自主权,1
四川省政府序列事业单位用人自主权扩大,1
赋予省级政府更大用地自主权，深入推进四批210户混改试点,1
李克强：赋予省级政府建设用地更大自主权,1
国务院:赋予自贸区更大改革自主权新增跨境电商试点,1
沙巴巫统将获赋自主权国内,1
保障民办学校自主权:透视民促法送审稿五大看点,1
纽西兰堕胎除罪化赋予女性身体自主权,1
罗克强:残校急修复速归还砂教育自主权,1
“冷静期”没必要，别剥夺成年人的离婚自主权,-1
防长：沙巴拥自主权允劳工入境无须联邦批准,1
被“剥夺”的民办校招生自主权：是有失公平还是有益的教育补充,-1
单身是人生的自由选择,1
美国拟让科技公司自由选择新税制的提议遭到反对,-1
美副总统希望亚太国家自由选择自己的道路华春莹：希望美方说到做到,1
日本将电力供应制度居民可自由选择供电公司,1
朴振英谈Rain续约问题称会让其自由选择,1
王介英：“自由选择”才有幸福,1
燕赵晚报：请尊重“清华女神”的自由选择,1
Nemeio电子纸键盘让你可以自由选择每个按键,0
自由选择用投影机建家庭影院圆大屏梦,0
分级诊疗制下半年推出市民仍可自由选择,1
电商不得阻碍买卖方自由选择快递服务,1
里约变性受刑人可自由选择男女监狱,1
茶玉文化应天吉：小程序可以自由选择各种茶叶,0
萨特的存在主义与自由选择，哲理性太强了，远超常人理解！,1
“延迟退休”将是企业和员工间双向自由选择,1
自由选择武功阵营《侠客无双》自己走自己的江湖路,0
全新大众途观发布，5座7座自由选择，香不香,0
华人学者:中共应该尊重西藏人民的自由选择权,1
张五常：劳动合同法最大祸害是否决市场自由选择,-1
天价口罩合理吗趁人之危不是自由选择！,-1
外汇资本金实行意愿结汇企业可自由选择结汇时机,1
市长签行政令纽约跨性别者可自由选择男女厕所,1
360°自由选择精灵传说超个性成长模式,0
中国移动:保障用户自由选择资费权利关停亏损营业厅,1
台湾名嘴安乐死画面震撼自由选择死亡比想象得复杂,-1
德国颁布新《性交易法》妓女可自由选择客户,1
那些选择整容的中国女性，个人自由选择或消费主义压迫,-1
对话刘世锦：开放户籍给城乡居民自由选择权，将创造更多社会,1
武汉存话费送ETC路桥费消费者可自由选择,1
美副总统要印太国家自由选择道路?中方:望说到做到,1
新建楼宇需同步设计光纤到户用户可自由选择通信企业,1
把转基因食品的自由选择权交还公众,1
自由选择运营商苹果eSIM能灭绝手机卡?,0
建议让餐饮业者自由选择是否禁烟,1
苹果要求透明游戏抽奖概率让用户自由选择,1
《小妇人》：自由选择想要的生活,1
西方人权组织推动卖淫权卖淫是自由选择?,-1
敲黑板：雅思可以机考了！考生可自由选择,1
韩国中小学生可自由选择线上线下上课,1
周洁：是否裸睡铁丝床在我自由选择,1
李克强：中国对外开放大门已打开，中国消费者自由选择的愿望,1
美国高中选课攻略：解除同学自由选择的困惑,1
外媒：英航空公司推创意服务乘客可自由选择,1
自由选择《剑网3》全区服点月互转服务试运行,0
不能“自由选择学区”洛杉矶华人家长表达不满,-1
iPad更新iOS6详细教程放出！两种方法自由选择,0
iOS14更多细节曝光：让用户自由选择的地方更多了！,1
张瑞发：自由选择变简单多数．爪夷缺口让华小陷被动,0
服务《信报》28年漫画家称“为自由选择离开”,0
台湾旅美“自囚艺术家”：笼子是我的自由选择,1
【一样的节日不一样的开斋／03】土耳其：自由选择奉行斋戒,1
不必理解极限运动，尊重自由选择即可,1
高铁餐饮将在网上明码标价旅客可以自由选择,1
白宫担忧刘晓波促北京准自由选择治疗,-1
职工自由选择带薪年休假未休可获300%工资报酬,1
港人保护「结社自由」反对中共渗透威胁,1
特别报告员评英国集会与结社自由：再悠久的民主也有改进的余地,-1
NGO发布《中国民间组织发展与公民结社自由现状调研报告》,1
达基尤丁：宪法赋予结社自由暂不制定反跳槽法令,1
张晓明：陈浩天及FCC行为远超言论、新闻和结社自由,-1
香港团体抗议借“独”打压言论结社自由,-1
台湾言论结社自由再冒出共产党组织,-1
"香港民阵称1,200人游行争取言论结社自由",1
中国民主党特别代表大会在纽约举行,1
市场自由竞争只会导致寡头,-1
许凤容：管制茶水价除非修改自由竞争法令,-1
维特尔明确表态：会和队友勒克莱尔自由竞争,1
银行业自由竞争与自主的双赢路径,1
中国售电市场能否自由竞争,-1
专家：进口豪华车垄断市场没有真正自由竞争,-1
外国企业在华自由竞争前景致中国名企股票大跌,-1
中国科学报：自由竞争保障教育公平,1
进军美国韩国易买得转向自由竞争市场,1
推动美国5G发展库德洛：遵循自由竞争原则,1
法拉利重新表明立场：勒克莱尔与维特尔自由竞争,1
拯救快递业需从严监管与自由竞争,1
冯光远要选新北“立委”吴育升：没意见，自由竞争,1
南方都市报：机票定价市场化自由竞争是前提,1
欧洲设计学院：活力创造力热情自由竞争力,1
欧文赛季报销，东部疯狂的自由竞争开始了,0
自由竞争步入寡头时代经济型酒店遇扩张陷阱,-1
南威软件董事会、监事会完成换届选举及聘任高级管理人员,1
白俄罗斯总统选举在即联合国人权专家呼吁停止镇压示威者,-1
雅生活服务：选举陈卓雄、黄奉潮为董事会联席主席,0
安诺其：独立董事关于董事会换届选举相关事项的独立意见,1
选举局吁各政党走访时勿喊口号避免群聚,1
"港媒：认清以""选举""包装的非法政治骗局",-1
PDIP将推举吉布兰参选梭罗市选举,1
江苏省信息网络安全协会换届选举大会在南京举行,1
东京都知事选举影响奥运命运,0
日照港：关于董事会、监事会完成换届选举及聘任高级管理人员和证券事务代表的公告,0
吉尔吉斯总统批准将选举门槛降至7%的法案,1
波兰反对党拟向最高法院提出申诉，要求裁定总统选举无效,-1
玻利维亚最高选举法院宣布9月6日举行大选,1
蒙古国国家大呼拉尔全会选举两名副主席,1
屠海鸣：“揽炒”疫情交叉传播，延迟选举不能犹豫,-1
张建宗：确保立法会选举公平公开诚实有序进行,1
珠江实业：选举张研为董事长答恒诚为总经理,1
疫情下法国市政选举投票率创新低：绿党大赢，马克龙该怎么办,-1
田飞龙：反对派策动非法“初选”破坏香港选举公平、挑战香港国安法,-1
中南传媒选举彭玻为公司董事长,1
新加坡选举在野党取得历史性进步,1
特朗普暗示自己可能输掉选举“拜登将成为你们的总统”,-1
美最高法院禁止各州“失信选举人”行为,-1
法国市镇选举：伊达尔戈连任巴黎市长,1
无论有无闪电大选选举改革照常进行,1
林郑月娥:9月6日立法会选举无改动,1
奥园系完成进驻京汉股份选举马军为董事长,1
全民公投前俄将对选举委员会成员进行新冠抽样检测,0
东航武汉组织微学堂暨基层党组织换届选举专题培训,1
国会全体会议通过地方选举代替法令政府条例为国家法律,1
避谈家庭纠纷！李显扬：新加坡需要更公平选举,1
新加坡大选战况激烈选举结果揭晓执政党人民行动党再次获胜,1
疫情下的东京都知事换届选举宣传摸索新模式?尝试网络演讲拉,1
隆平高科董监高换届选举顺利完成,1
祖莱达指敦马否决地方选举郭素沁感惊讶,-1
黄循财：选举局已尽力确保投票安全,1
法国市政选举弃权率空前的启示,-1
白俄罗斯总统选举在即，卢卡申科劲敌注册候选人失败引发抗议,-1
霍咏强：2020选举为人民行动党留下的阴影,-1
塞尔维亚议会选举执政党大胜,1
蒙古人民党在议会选举中获胜，外交部发言人赵立坚回应,1
【大选】选举局接到226份政治捐款证书申请,1
冷水江锡矿山中心医院换届选举产生新一届两委委员,1
执政党在新加坡国会选举中获胜,1
塞尔维亚议会选举最终结果出炉7个政党或政党联盟分配250席,0
来届砂选举，本土政党来势汹汹,1
卢卡申科指责俄罗斯，称其干涉选举，克里姆林宫矢口否认,-1
陕西省天然气股份有限公司关于选举职工代表监事的公告,0
克罗地亚执政党赢得议会选举需联合组阁,1
叙利亚举行议会选举全国,1
塞尔维亚执政党联盟赢得议会选举,1
“揽炒”疫情交叉传播，延迟选举不能犹豫,-1
民进党内选举猫腻多被骂：什么人玩什么鸟,-1
朋光：民主方式委任不干预族群领袖选举,1
叙国会选举日现汽车爆炸近土耳其边境酿7死85伤,-1
上海紫江企业集团股份有限公司关于选举第八届监事会职工监事,0
社评决不容忍破坏香港选举的公平公正,1
新常态选举SOP珍尼补选提供最佳经验,1
高益荣：仍是副议长．促颜碧贞落实地方选举,1
香港选管会称初选不构成立法会选举程序，是否构成罪行视乎,-1
陆正耀罢免自己后，瑞幸选举新董事长，“宫斗”才刚刚开始,-1
选举产生新一届会长,1
绿中执委选举郑文灿系统黄世杰获最高票,1
直击民生银行股东大会：提议选举高迎欣为董事会执行董事,1
疫情下的东京都知事选举：小池百合子大概率连任抗疫表现说,1
【投票日】多个反对党批选举局延长投票时间,-1
推动基层组织选举工作更加规范,1
民主党吁成立独立调查委员会检讨本届选举程序与事故,-1
祖莱达急推地方选举分析员：将危及地位,-1
香港国安法风声鹤唳新加坡民主选举活力四射给华人世界带来启示,0
万科新一届董事会选举完成郁亮、祝九胜连任主席、总裁,1
指国会成外国干预选举目标民主党领袖要FBI报告,-1
国务院港澳办：绝不允许操控香港立法会选举,1
香港再增73新冠个案市民建议政府考虑延期选举,-1
美媒曝光中情局干涉外国选举内幕,-1
全面提时代基层党组织选举质量中央组织部负责人就制定颁布中国共产党基层组织选举工作条例答记者问,1
何君尧：会立即停止一切街边选举事务直至疫情有所改善,-1
上海科华生物工程股份有限公司关于选举职工代表监事的公告,0
马来西亚选举委员会主席辞职，预计将接任国会议长,0
人民行动党在新加坡国会选举中得票领先,1
东京都知事换届选举投票、开票场所将采取严格防疫措施,1
新时代基层党组织选举工作的基本遵循,1
工党也要栽严重欺诈办公室就2017选举资金展开调查,-1
金陵药业股份有限公司关于选举产生第八届监事会职工监事的公告,0
法国执政党在第二轮地方选举中再遭重创,-1
法国举行市镇选举第二轮投票,1
【美国总统选举】若特朗普赖在白宫佩洛西：用烟把他熏出去,-1
参加选举就服从结果特朗普称“拭目以待”，暗示可能不服选举,-1
波兰举行总统选举第二轮投票,1
反对党：疫情选举诸多限制竞选期太仓促有欠公平,-1
蒙古人民党在议会选举中获绝对多数可单独组阁,1
校准基层党组织选举“坐标”,1
道格:疫情影响不牺牲人民利益来选举,1
中国共产党基层组织选举工作条例,0
李国庆：作为股东会和董事会选举的董事长于理有据于法有依,1
香港选举：本土阵营立法会民主派初选大胜，北京谴责初选违《国安法》,1
美官员称总统选举前美朝领导人会晤恐无望,-1
港府或借疫情押后立法会选举避免建制派再败,-1
演员威尔史密斯鼓励美国人选举心中有上帝和爱的人,1
社论：世代交替的非一般选举,1
工业富联601138SH：选举李军旗为董事长聘任郑弘孟为总经理,1
三安光电股份有限公司关于选举产生第十届监事会职工代表监事,0
选举局：将彻底检讨投票安排的缺失,-1
国民党和民进党比选举差在哪王鸿薇曝最新观察发现,-1
委内瑞拉宣布议会选举定于12月6日议会席位增加66%,1
欧洲议会选举民调：法国执政党失利国民联盟领跑,0
欧洲议会选举：脱欧乱局致社会分裂加剧,-1
孟加拉市议会选举宣传照成环境隐患,-1
欧洲议会选举倒计时民粹力量指望新突破,1
“弄清18周岁高中生选民的需求”成为议会选举新变数,1
学者：港区议会选举或取消国际,-1
以色列议会选举开始利库德集团和蓝白党选情胶着,-1
斯里兰卡将在8月5日举行议会选举,1
区议会选举在即香港议员被拘捕,-1
乌克兰议会选举人民公仆党获绝对多数议席,1
中非共和国发布2020年总统和议会选举新时间表,1
黄之锋被裁定香港区议会选举提名无效,-1
莫斯科市议会选举：普京“关系户”遭受重创,-1
下周前瞻：伊朗举行议会选举；英国工党选举新党首,1
区议会选举泛暴阴招尽出史上最滥最贱,-1
区议会选举东区混战建制派抗“泛暴派”偷袭,-1
阿联酋是主要国家之一，为议会选举中的性别平等铺平了道路,1
欧洲议会选举“余震”波及多国,-1
摩尔多瓦议会选举初步结果出炉,1
右翼政党在瑞士议会选举中保持第一大党地位,1
香港中国区议会选举；陈日君枢机：让我们投票支持香港民主,1
欧洲议会选举投票率创20年新高勒庞呼吁建立强大极右翼势力,1
黑衣人局部“开路”促如期举行区议会选举,1
港府：没有改变如期举行区议会选举的决心,1
民调：欧洲议会选举在即右翼政党席位或翻倍,1
议会选举保守派有望大胜伊朗对美或更趋强硬,1
斯洛伐克议会选举反对党提前锁定胜局,1
希腊议会选举：保守派政党取得明显胜利,1
下周前瞻：加拿大议会选举；日本新天皇即位典礼,1
斯里兰卡议会选举因新冠疫情推迟至6月20日,-1
欧盟议会选举在即英国确定参与,1
买瓷器、逛城堡，笔笔算在欧洲议会选举的账上，法国政客是有薅,-1
为确保区议会选举安全有序进行港府开始采取这些行动,1
有理儿有面：区议会选举后的香港走向,1
关键议会选举前夕伊朗蒙阴影：新冠疫情扩散，伊拉克关闭边境,-1
马里举行议会选举第二轮投票,1
新闻分析：多州议会选举重绘德国政治光谱,1
国务院港澳办回应黄之锋未获得香港区议会选举候选人资格,0
蒙古国总统巴特图勒嘎建议推迟议会选举,-1
克罗地亚民共体在议会选举中赢得最多议席,1
马里举行议会选举第一轮投票,1
澳大利亚议会选举将花落谁家,1
西班牙发布议会选举结果政治僵局可能持续,-1
香港市民心声：不希望区议会选举充斥暴力和政治表演,-1
希腊迎首位女总统！议会选举萨克拉洛普鲁为新总统,1
蒙古国选举总委员会向2020年议会选举候选人颁发证书,1
蒙古国各政党和联盟确定参加2020年议会选举候选人名单,1
伊朗议会选举初步结果：投票率创新低，保守派大获全胜,1
议会选举结束，韩美首脑就“COVID,0
欧洲议会选举:德国参选党派数量大增,1
香港区议会选举何君尧连任失败市民开香槟庆祝,1
斯洛伐克2020国民议会选举参选党的这些名称亮了,1
香港政府禁止黄之锋参加区议会选举,-1
法媒：欧洲议会选举结果凸显法国政坛新变化,1
综述：欧洲议会选举拉开帷幕,1
香港区议会选举民主派大胜意味着什么,1
因疫情两度推迟叙利亚议会选举开始投票,1
英国警方调查议会选举舞弊指认,-1
以色列公布议会选举结果利库德集团成为议会第一大党,1
区议会选举亲共政党出动“小鲜肉”围攻民主派,1
马尔代夫议会选举：执政党获胜,1
【区议会选举】香港不能再乱了选票踢走泛暴派,-1
区议会选举2019朱凯廸“入闸”选举主任把关不力,-1
英国首相约翰逊议会选举失利保守党失去多数席位,-1
委内瑞拉议会选举帕拉为新一任主席,1
伊朗强硬派将赢得议会选举！革命卫队强势来袭，鲁哈尼地位不,1
出口民调显示波兰执政党在议会选举中获胜,1
以色列议会选举出口民调：利库德集团获37席蓝白党32席,0
吉尔吉斯斯坦将于10月4日举行议会选举,1
阿塞拜疆今天举行议会选举阿新社,1
香港示威：区议会选举后再次爆发激烈冲突,-1
执政党在议会选举8天前打出“公共机关进一步迁移”牌,0
香港区议会选举民主派大胜林郑月娥称会“认真反思”,0
伊朗议会选举开始投票国际,1
罕见！以色列将于明年3月举行议会选举系一年内第三次,0
北马其顿议会选举初步结果出炉社会民主联盟获胜,1
塞尔维亚执政党在议会选举中获胜,1
香港区议会选举后北京再将矛头指向美国,-1
香港区议会选举、特朗普签署《香港人权与民主法案》、台湾艺人高以翔猝死与本周更多故事,0
香港特首称特区政府尊重区议会选举结果虚心聆听及认真反思,1
香港区议会选举开跑，是否会因抗议而被推迟或取消引担忧,-1
马绍尔群岛议会选举结果可能牵动台美中关系,0
斯里兰卡议会选举因新冠肺炎疫情推迟举行,-1
孟案式微执政党因丑闻今疑失议会选举优势特鲁多或自不保下台,-1
奥地利议会选举库尔茨领导人民党得票率372%,1
欧洲议会选举结果出炉，右翼党派势力强大，欧盟未来5年怎么走,0
台湾总统与议会选举大陆人或羡慕又关心,1
突尼斯议会选举最终结果揭晓,1
委内瑞拉总统发表国情咨文：今年举行国民议会选举,1
区议会选举2019工联会62人出战区选迎难而上,1
中国支持取消黄之锋区议会选举候选人资格,1
港官员：若出现骚乱区议会选举或延期,-1
反对派进军区议会选举，建制派如何守住“上甘岭”,-1
朝鲜议会选举：百分百通过的选举是如何进行的,1
斯里兰卡启动议会选举为哪般,-1
观察香港区议会选举的失误,-1
热点问答：英国议会选举结果意味着什么,0
新闻背景：以色列第23届议会选举主要参选政党和政党联盟,0
科斯塔领导的社会党获赢葡萄牙议会选举,1
香港区议会选举：你需要知道的四件事,0
英国议会选举结果意味着什么,0
各方暴力升级香港区议会选举何去何从,-1
"也来一次""咬文嚼字""选民选举选拔马英九直接选举台湾咬文嚼字词义上级着力点",0
今年将直接选举产生250多万名县乡两级人大代表,1
澳门特区立法会举行工商、金融界间接选举补选,1
美国为何要维持陈旧的间接选举制,-1
宜春机场圆满完成党委换届选举工作,1
海航科技股份有限公司关于职工监事换届选举的公告,0
南平市奶业协会换届选举会员大会正式召开,1
瓯江口产业集聚区管委会机关党委换届选举，并产生机关纪律,1
广东青科协换届选举产生新一届理事会,1
2018两会走进人大换届选举,1
广宇发展：新一届董事会换届选举工作将延期举行,-1
赣州市皮肤病医院召开支部换届选举大会,1
西北工业大学管理学院专业学位联合会换届选举大会成功举办,1
裕同科技董事会、监事会完成换届选举及聘任高级管理人员和,1
萧江镇扎实做好村级组织换届选举宣传工作,1
通源石油董事会、监事会举行换届选举,1
中泰股份：关于公司董事会换届选举的公告,0
三友化工：独立董事关于董事会换届选举的独立意见,0
赛伍技术董事会换届选举聘任多名高管,1
融钰集团股份有限公司关于董事会、监事会延期换届选举的公告,0
首都机场旅业召开换届选举动员及培训工作会,1
富春环保002479SZ：董事会、监事会将延期换届选举,-1
神奇制药：关于公司董事会、监事会换届选举的公告,0
中国热带作物学会换届选举海口举行,1
欧派家居集团股份有限公司关于董事会、监事会换届选举的公告,0
开封七中党总支召开总支部委员会换届选举大会,1
香港特区立法会换届选举将于2020年第三季度举行,1
海能达通信股份有限公司关于监事会换届选举的公告,0
江苏村居委会换届选举全面铺开,1
日媒调查：小池在东京都换届选举中占优势坚持线上宣传,1
湖南调整全省村民委员会和城市居民委员会换届选举时间,0
华荣科技股份有限公司关于公司监事会换届选举的公告,0
唐山:开展村“两委”换届选举预防警示教育宣讲,1
习近平参加北京市区人大代表换届选举投票,1
莱美药业完成董事会换届选举中恒医药集群版图再扩,1
日海智能科技股份有限公司关于监事会换届选举并征集监事候选,0
北京上海企业商会举行换届选举大会绿地潘伟连任会长,1
立法会换届选举提名周六开始，港府公报提醒这件事,1
福建赛特新材股份有限公司关于董事会换届选举的公告,0
西雅图市议会举行换届选举,1
北京区乡镇换届选举投票顺利完成不少老人亲自到场,1
西部矿业股份有限公司关于董事会和监事会换届选举的提示性公告,0
朝鲜如何“换届选举”国际,0
中直股份：董监事会提前换届选举适应生产经营及业务发展需求,1
立会换届选举拟9月6日举行7月中起提名,0
飞龙股份：独立董事关于董事会换届选举的独立意见,0
广东县乡两级人大换届选举正依法进行,1
香港今年将举行立法会换届选举展开选民登记运动,1
莱美药业：完成换届选举子公司与信美保险社签订框架协议,1
顾地科技股份有限公司关于董事会换届选举的提示性公告,0
中国国际商会日照商会完成换届选举,1
村委会换届选举调查：这三大问题不容忽视！,0
南山区上市企业协会完成换届选举，辖区上市企业达172家,1
鹏起科技发展股份有限公司关于董事会、监事会换届选举完成的,0
浙江大东南股份有限公司关于监事会换届选举的公告,0
四川省网络文化协会召开换届选举大会,1
大悦城控股集团股份有限公司关于换届选举职工监事的公告,0
阳光城：第九届董事会延期举行换届选举,-1
华电福新00816董事会及监事会延期换届选举,-1
芒果超媒：关于公司监事会换届选举的公告,0
威龙葡萄酒股份有限公司关于董事会换届选举公告,0
立会换届选举今起接受提名工联会派5名单参选,1
格力电器董事会换届选举结束董明珠连任董事长,1
运达科技：关于监事会换届选举的公告,0
中国医师协会骨科医师分会换届选举成立大会在大连举行,1
号百控股董事会换届选举与中国电信财务公司续签《金融服务,1
四川德恩精工科技股份有限公司关于监事会换届选举并征集候选,0
广州市浪奇实业股份有限公司关于董事会换届选举的提示性公告,0
县检察院机关党委换届选举工作圆满完成,1
盈趣科技：关于董事会、监事会完成换届选举及聘任高级管理人员、审计部负责人及证券事务代表的公告,0
通宇通讯董事会进行换届选举通宇通讯,0
香港特区立法会换届选举将于7月18日起接受提名,1
校友会联盟举办第四届换届选举,1
立法会换届选举将于九月举行长者孕妇优先投票,1
新界泵业董事会、监事会提前换届选举,1
第7届立法会换届选举9月6日举行提名期7月18至31日,1
茂化实华董事会、监事会完成换届选举聘任多名高级管理人员,1
上海篮协完成换届选举龚德庆当选第11届篮协会长,1
广发证券01776董事会及监事会拟进行换届选举提名李秀林等,1
萍乡市企业家联合会、企业家协会换届选举彭艳萍当选会长,1
三夫户外002780SZ：董事会、监事会将延期换届选举,-1
贵州茅台董事会将进行换届选举,1
赣州机场圆满完成党委换届选举工作,1
中铁工业董事会、监事会完成换届选举及聘任高级管理人员,1
北京汽车01958HK：董事会延期换届选举,-1
景德镇机场分公司党委圆满完成换届选举工作,1
香港将举行立法会换届选举选民登记5月2日截止,1
新疆足协进行换届选举孙继海当选新疆足协副主席,1
东京都知事换届选举出现22名候选人将就疫情和奥运展开论战,1
重庆市职业教育学会举行换届选举张荣当选理事会会长,1
奇精机械股份有限公司关于职工代表监事换届选举的公告,0
格力迎来董事换届选举董明珠能否连任,0
西安环球印务股份有限公司关于董事会换届选举的提示性公告,0
董事会换届选举延期民生银行因疫情推迟第八届董事会换届,-1
当今政府非民选敦马直批走后门,-1
民间投票九成支持曾俊华做特首泛民选委98%将投给曾,1
乌坎民选村长林祖恋被正式以涉嫌受贿罪名逮捕,-1
美国加州民选官员和华裔居民共贺中国新春,1
千瑞：中共是对世界的拷问,-1
李显龙总理：保留民选总统制在政治上扣分,-1
民选中国国庆档影后章子怡惨输袁泉,-1
驻洛杉矶总领事刘健会见美国华裔民选官员协会成员,1
西雅图民选官员及社区领袖谴责布里恩市反移民传单,-1
解答七大疑问让你看懂民选总统制陈述会,1
恢复民选市县议员李斯豪：有竞争服务更好,1
香港科大集会抗议校方阻民选校董上任,-1
中国在缅甸投资暴跌：政府民选了玩法变了,-1
王友群：中共当退场习近平或可竞选民选总统,-1
社团及民选官员集会声援纽约警察,1
修宪法案77对六票通过民选总统制度将大改革,1
2019全美民选奖BLACKPINK击败BTS封3冠王惹议,-1
恶房东加租赶房客民选官开会听民声,-1
港特首参选人会见泛民选委候选人双方未有大分歧,1
山东莱州前民选村长被围维稳指挥部设村支书家,-1
S4S：山城民选村长何时归还第3选票,0
废除《排华法案》75周年美国民选官员吁华裔莫忘历史,1
美加州民选官吁华裔支持55号提案争取教育经费,1
纽约布鲁克林无华裔民选官侨领促侨界发声争资源,1
9月15日关键词：政府发表民选总统制白皮书,1
乌克兰首任民选总统支持控告江泽民,-1
乌坎民选村主任被立案调查,-1
蔡英文胜选演说：台湾民选政府不会屈服于中国的威胁恫吓,1
塔克：谁来监督央行的“非民选权力”,-1
如何赶走一名南美民选总统厄瓜多尔前外长隆告诉您,-1
山东莱州村主任选举前夕民选村长被责令旅游阻参选,-1
民选官员提全年禁车辆进入洛克菲勒中心街道,-1
港亲中成报斥大公报人格谋杀民选议员,-1
吁习近平做首任民选总统社交网贴图引热议,1
美国华裔民选官员联合鼓励民众尽早寄出选票,1
马云中国未来首任民选总统,1
2013港姐陈凯琳高票夺冠无争议,1
“两会”维稳进入恐怖期民选村长王凤云在北京遭绑架失踪,-1
保障教育资金旧金山民选官员呼吁支持55号提案,1
山东莱州两村示范「中式民主」民选村长被阻参选上访不得投票,-1
森华青受委办理民选制工作芭蕾新村料下月选村长,1
陆兆福：非民选委托的政权不长久,-1
甲州马接翁武将迎民选村长南马,1
港媒：薄周政变想「大干」培养两个民选总统,-1
周忠信：地方政府应尽早恢复民选,1
苏丹军事政变点燃民众怒火：我们要的是民选政府,-1
旧金山首位民选亚裔市长李孟贤就任称很有信心,1
裘援平会见洛杉矶华裔民选官员及百人会成员,1
清华教授语惊世界习近平或可竞选首任民选总统,1
李孟贤有望成美国旧金山市首位华裔民选市长,1
郑至健：地方政府还是民选好,1
蔡英文：拒绝一国两制是台湾民选总统责任,1
当红女团BlackPink摘获2019年全美民选奖3项大奖！,1
民选官员鼓励华裔行使民主权力,1
森州首位民选村长出炉张洪铭掌芭蕾新村,1
民众上街抗议民选代表背叛人民,-1
民选暴君时代来临,-1
普选胜出李昌永成首位中国移民出身民选华裔法官,1
川茶竞争力④民选茶王乐山峨眉山市,0
美南加州华裔民选官员协会改选鄂志超任新会长,1
亚裔民选官员人数达历史新高,1
奥巴马吁土各党派支持民选政府保持克制避免暴力,1
港立法会主席超速退英籍民选议员赴英寻真相,-1
巴鲁：民选屋长才可领全薪联邦新措施明年生效,1
泰军政府牢控上议院巴育料稳当民选首相,1
"委内瑞拉民选""变天""",-1
温州十大交通堵点“民选”出炉11月底前完成整治,1
特朗普新政轻女性民选官员齐呛声,-1
带领村民自建房屋河南南阳民选村长被黑社会殴打,-1
贝丽吉克莲成新州首位民选女州长,1
美国敦促泰国官方尽快将权力移交给民选政府,1
承认现任政府或非民选慕尤丁：我们非常关心人民,1
英国首相呼吁埃及实现民选民主制度,1
芭蕾村民：新尝试可服众“民选村长公平公正”,1
中缅声明提台湾西藏属中国，台外交部：民选政府才能代表人民,1
